WigleWifi-1.4,appRelease=2.25,model=LG-D722,release=5.0.2,device=jagnm,display=LRX22G.A1442060254,board=MSM8226,brand=lge,,,
MAC,SSID,AuthMode,FirstSeen,Channel,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,Type
ec:8c:a2:08:7a:18,Ariel_University,[ESS],1970-01-01 02:00:00,1,-75,32.10325974,35.20874258,0,9.36247158050537,WIFI
ec:8c:a2:08:94:18,Ariel_University,[ESS],2017-11-02 20:25:47,1,-92,32.10338601,35.2077061,703,15,WIFI
ec:8c:a2:09:0c:c8,Ariel_University,[ESS],2017-11-02 20:25:47,1,-93,32.10338601,35.2077061,703,15,WIFI
ec:8c:a2:09:8c:38,Ariel_University,[ESS],2017-11-02 20:25:47,1,-90,32.10338601,35.2077061,703,15,WIFI
ec:8c:a2:08:7a:18,Ariel_University,[ESS],2017-11-02 20:25:47,1,-74,32.10338601,35.2077061,703,15,WIFI
ec:8c:a2:09:03:38,Ariel_University,[ESS],2017-11-02 20:25:47,1,-76,32.10338601,35.2077061,703,15,WIFI
ec:8c:a2:08:90:c8,Ariel_University,[ESS],2017-11-02 20:25:47,11,-87,32.10338601,35.2077061,703,15,WIFI
1c:b9:c4:16:11:a8,Ariel_University,[ESS],2017-11-02 20:25:47,11,-92,32.10338601,35.2077061,703,15,WIFI
1c:b9:c4:16:d2:88,Ariel_University,[ESS],2017-11-02 20:25:47,11,-91,32.10338601,35.2077061,703,15,WIFI
ec:8c:a2:08:a3:58,Ariel_University,[ESS],2017-11-02 20:25:47,6,-98,32.10338601,35.2077061,703,15,WIFI
ec:8c:a2:0a:08:b8,Ariel_University,[ESS],2017-11-02 20:25:47,6,-101,32.10338601,35.2077061,703,15,WIFI
42503_6791_2105347,Pelephone,UNKNOWN;il,2017-11-02 20:25:47,0,-113,32.10338601,35.2077061,703,15,GSM
ec:8c:a2:08:94:18,Ariel_University,[ESS],1970-01-01 02:00:00,1,-96,32.10325974,35.20874258,0,98.8271865844727,WIFI
ec:8c:a2:09:0c:c8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-93,32.10325974,35.20874258,0,98.8271865844727,WIFI
ec:8c:a2:09:8c:38,Ariel_University,[ESS],1970-01-01 02:00:00,1,-88,32.10325974,35.20874258,0,98.8271865844727,WIFI
ec:8c:a2:08:7a:18,Ariel_University,[ESS],1970-01-01 02:00:00,1,-82,32.10325974,35.20874258,0,98.8271865844727,WIFI
ec:8c:a2:09:03:38,Ariel_University,[ESS],1970-01-01 02:00:00,1,-76,32.10325974,35.20874258,0,98.8271865844727,WIFI
ec:8c:a2:26:ae:28,Ariel_University,[ESS],1970-01-01 02:00:00,11,-85,32.10325974,35.20874258,0,98.8271865844727,WIFI
ec:8c:a2:08:90:c8,Ariel_University,[ESS],1970-01-01 02:00:00,11,-87,32.10325974,35.20874258,0,98.8271865844727,WIFI
1c:b9:c4:16:11:a8,Ariel_University,[ESS],1970-01-01 02:00:00,11,-92,32.10325974,35.20874258,0,98.8271865844727,WIFI
ec:8c:a2:08:a9:28,Ariel_University,[ESS],1970-01-01 02:00:00,11,-90,32.10325974,35.20874258,0,98.8271865844727,WIFI
ec:8c:a2:08:7b:88,Ariel_University,[ESS],1970-01-01 02:00:00,6,-95,32.10325974,35.20874258,0,98.8271865844727,WIFI
1c:b9:c4:16:d2:88,Ariel_University,[ESS],1970-01-01 02:00:00,11,-91,32.10325974,35.20874258,0,98.8271865844727,WIFI
ec:8c:a2:08:a3:58,Ariel_University,[ESS],1970-01-01 02:00:00,6,-98,32.10325974,35.20874258,0,98.8271865844727,WIFI
ec:8c:a2:08:94:18,Ariel_University,[ESS],2017-11-02 20:25:47,1,-96,32.10338601,35.2077061,703,15,WIFI
ec:8c:a2:09:0c:c8,Ariel_University,[ESS],2017-11-02 20:25:47,1,-91,32.10338601,35.2077061,703,15,WIFI
ec:8c:a2:09:8c:38,Ariel_University,[ESS],2017-11-02 20:25:47,1,-96,32.10338601,35.2077061,703,15,WIFI
ec:8c:a2:08:7a:18,Ariel_University,[ESS],2017-11-02 20:25:47,1,-81,32.10338601,35.2077061,703,15,WIFI
ec:8c:a2:26:b0:58,Ariel_University,[ESS],2017-11-02 20:25:47,6,-81,32.10338601,35.2077061,703,15,WIFI
ec:8c:a2:26:ae:28,Ariel_University,[ESS],2017-11-02 20:25:47,11,-86,32.10338601,35.2077061,703,15,WIFI
ec:8c:a2:08:90:c8,Ariel_University,[ESS],2017-11-02 20:25:47,11,-87,32.10338601,35.2077061,703,15,WIFI
ec:8c:a2:08:a9:28,Ariel_University,[ESS],2017-11-02 20:25:47,11,-87,32.10338601,35.2077061,703,15,WIFI
ec:8c:a2:08:7b:88,Ariel_University,[ESS],2017-11-02 20:25:47,6,-89,32.10338601,35.2077061,703,15,WIFI
ec:8c:a2:09:8c:38,Ariel_University,[ESS],2017-11-02 20:25:47,1,-83,32.10338601,35.2077061,703,15,WIFI
ec:8c:a2:26:b0:58,Ariel_University,[ESS],2017-11-02 20:25:47,6,-75,32.10338601,35.2077061,703,15,WIFI
ec:8c:a2:09:03:38,Ariel_University,[ESS],2017-11-02 20:25:47,1,-85,32.10338601,35.2077061,703,15,WIFI
1c:b9:c4:16:f4:78,Ariel_University,[ESS],2017-11-02 20:25:47,1,-92,32.10338601,35.2077061,703,15,WIFI
1c:b9:c4:16:d2:88,Ariel_University,[ESS],2017-11-02 20:25:47,11,-94,32.10338601,35.2077061,703,15,WIFI
ec:8c:a2:26:ae:28,Ariel_University,[ESS],2017-11-02 20:25:47,11,-81,32.10338601,35.2077061,703,15,WIFI
ec:8c:a2:26:ae:28,Ariel_University,[ESS],2017-11-02 20:26:05,11,-68,32.10344545,35.20770518,704,18,WIFI
8c:0c:90:2f:ca:18,Ariel_University,[ESS],2017-11-02 20:26:05,1,-86,32.10344545,35.20770518,704,18,WIFI
ec:8c:a2:0a:08:b8,Ariel_University,[ESS],2017-11-02 20:26:05,6,-83,32.10344545,35.20770518,704,18,WIFI
1c:b9:c4:16:06:38,Ariel_University,[ESS],2017-11-02 20:26:05,11,-92,32.10344545,35.20770518,704,18,WIFI
00:25:86:cc:00:f8,AUC_54_R,[ESS],2017-11-02 20:26:05,5,-92,32.10344545,35.20770518,704,18,WIFI
1c:b9:c4:16:f1:98,Ariel_University,[ESS],2017-11-02 20:26:05,6,-98,32.10344545,35.20770518,704,18,WIFI
ec:8c:a2:09:0c:c8,Ariel_University,[ESS],2017-11-02 20:26:05,1,-86,32.10344545,35.20770518,704,18,WIFI
ec:8c:a2:08:7a:18,Ariel_University,[ESS],1970-01-01 02:00:00,1,-71,32.10338601,35.2077061,0,6.59179162979126,WIFI
1c:b9:c4:16:d2:88,Ariel_University,[ESS],1970-01-01 02:00:00,11,-85,32.10338601,35.2077061,0,6.59179162979126,WIFI
